일시,월,일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),합계 일조시간(hr),합계 일사량(MJ/m2),일 최심신적설(cm),평균 전운량(1/10),평균 지면온도(°C),0
2013-02-17,0.09090909090909091,0.0,0.390625,0.32478632478632474,0.07621951219512196,0.9838332684067006,0.26277372262773724,0.24585904514452744,0.0,0.9300000000000002,0.18218623481781374,0.35390946502057613
2013-02-18,0.09090909090909091,0.0,0.546875,0.38949938949938945,0.07621951219512196,0.981885469419556,0.416058394160584,0.32802858070802204,0.0,0.6900000000000001,0.20242914979757082,0.3168724279835391
2013-02-19,0.09090909090909091,0.0,0.625,0.11721611721611722,0.018292682926829274,0.987923646279704,0.7007299270072993,0.4738551477752517,0.0,0.2,0.18623481781376516,0.24691358024691357
2013-02-20,0.09090909090909091,0.0,0.40625,0.21245421245421245,0.02439024390243903,0.9919166342033503,0.6934306569343066,0.47255602468333874,0.0,0.18000000000000002,0.15182186234817813,0.20781893004115226
2013-02-21,0.09090909090909091,0.0,0.390625,0.3797313797313797,0.05792682926829269,0.992208804051422,0.6569343065693432,0.4443000974342319,0.0,0.27999999999999997,0.18016194331983804,0.2716049382716049
2013-02-22,0.09090909090909091,0.022133938706015894,0.484375,0.4786324786324786,0.08841463414634147,0.9885079859758474,0.54014598540146,0.37739525820071446,0.4333333333333333,0.41,0.20850202429149794,0.3168724279835391
2013-02-23,0.09090909090909091,0.0,0.578125,0.3418803418803419,0.060975609756097573,0.9912349045578497,0.708029197080292,0.46800909386164335,0.0,0.08000000000000002,0.1963562753036437,0.2880658436213992
2013-02-24,0.09090909090909091,0.0,0.34375,0.2991452991452991,0.060975609756097573,0.9923061940007792,0.6423357664233578,0.42318934719064627,0.0,0.41,0.20850202429149794,0.3353909465020576
2013-02-25,0.09090909090909091,0.0,0.265625,0.26251526251526247,0.07317073170731708,0.9914296844565642,0.4525547445255475,0.34556674244884705,0.0,0.7000000000000001,0.23076923076923073,0.3744855967078189
2013-02-26,0.09090909090909091,0.0,0.40625,0.4700854700854701,0.1280487804878049,0.9836384885079861,0.0,0.10198116271516726,0.0,0.86,0.2206477732793522,0.4053497942386831
2013-02-27,0.09090909090909091,0.0,0.46875,0.63003663003663,0.1402439024390244,0.9823724191663422,0.5109489051094891,0.42903540110425464,0.0,0.45999999999999996,0.26923076923076916,0.3765432098765432
2013-02-28,0.09090909090909091,0.005675368898978434,0.453125,0.48107448107448103,0.1310975609756098,0.9792559407869109,0.489051094890511,0.369925300422215,0.0,0.54,0.28744939271255054,0.4444444444444444
2013-03-01,0.1818181818181818,0.017026106696935304,0.75,0.46642246642246643,0.09451219512195122,0.9800350603817687,0.6642335766423358,0.4962650211107502,0.0,0.38,0.25910931174089064,0.3230452674897119
2013-03-02,0.1818181818181818,0.0,0.5,0.3015873015873016,0.05182926829268293,0.9892871055707051,0.708029197080292,0.4764533939590776,0.0,0.35000000000000003,0.23076923076923073,0.29012345679012347
2013-03-03,0.1818181818181818,0.0,0.453125,0.39560439560439553,0.07317073170731708,0.9858784573432022,0.759124087591241,0.5345891523221825,0.0,0.18000000000000002,0.25506072874493924,0.3148148148148148
2013-03-04,0.1818181818181818,0.0,0.4375,0.49694749694749696,0.11280487804878052,0.9837358784573433,0.4233576642335767,0.34491718090289053,0.0,0.45999999999999996,0.26113360323886636,0.37037037037037035
2013-03-05,0.1818181818181818,0.0,0.46875,0.4139194139194139,0.10060975609756098,0.9873393065835606,0.781021897810219,0.5170509905813576,0.0,0.0,0.29352226720647767,0.38271604938271603
2013-03-06,0.1818181818181818,0.0,0.34375,0.3076923076923077,0.10670731707317076,0.9828593689131283,0.5036496350364964,0.3825917505683663,0.0,0.16000000000000003,0.3178137651821862,0.4691358024691358
2013-03-07,0.1818181818181818,0.002837684449489217,0.578125,0.6862026862026861,0.21646341463414637,0.9750681729645502,0.16058394160583944,0.1555699902565768,0.0,0.79,0.3522267206477732,0.4711934156378601
2013-03-08,0.1818181818181818,0.0,0.421875,0.5873015873015873,0.1981707317073171,0.9725360342812622,0.44525547445255476,0.37707047742773625,0.0,0.36000000000000004,0.38259109311740885,0.4814814814814815
2013-03-09,0.1818181818181818,0.0,0.671875,0.3772893772893773,0.18902439024390247,0.9704908453447605,0.6861313868613139,0.4530691783046443,0.0,0.15000000000000002,0.4392712550607287,0.5781893004115226
2013-03-10,0.1818181818181818,0.0,0.78125,0.17826617826617827,0.0426829268292683,0.9842228282041294,0.8175182481751825,0.5933744722312438,0.0,0.04000000000000001,0.3016194331983805,0.33127572016460904
2013-03-11,0.1818181818181818,0.0,0.34375,0.18925518925518928,0.05792682926829269,0.9873393065835606,0.8175182481751825,0.581357583631049,0.0,0.0,0.3178137651821862,0.39300411522633744
2013-03-12,0.1818181818181818,0.01986379114642452,0.328125,0.5189255189255189,0.1737804878048781,0.9784768211920531,0.21897810218978103,0.20006495615459566,0.0,0.63,0.291497975708502,0.4609053497942387
2013-03-13,0.1818181818181818,0.065266742338252,0.5625,0.568986568986569,0.1585365853658537,0.9775029216984809,0.416058394160584,0.315686911334849,0.0,0.68,0.3319838056680161,0.41358024691358025
2013-03-14,0.1818181818181818,0.0,0.453125,0.3785103785103785,0.0975609756097561,0.9899688352162058,0.6788321167883213,0.509581032802858,0.0,0.34,0.32186234817813764,0.39094650205761317
2013-03-15,0.1818181818181818,0.0,0.375,0.31135531135531136,0.08536585365853659,0.9884105960264902,0.781021897810219,0.5410847677817473,0.0,0.09000000000000001,0.3056680161943319,0.4012345679012346
2013-03-16,0.1818181818181818,0.0,0.359375,0.4358974358974359,0.13414634146341464,0.9869497467861318,0.7883211678832118,0.5118544982137058,0.0,0.24,0.3502024291497975,0.43621399176954734
2013-03-17,0.1818181818181818,0.04256526674233826,0.453125,0.48351648351648346,0.15243902439024393,0.9772107518504091,0.5255474452554745,0.42773627801234165,0.0,0.7000000000000001,0.3765182186234817,0.47530864197530864
2013-03-18,0.1818181818181818,0.005675368898978434,0.515625,0.6727716727716728,0.2134146341463415,0.9683482664589015,0.6788321167883213,0.5235466060409224,0.0,0.6000000000000001,0.4251012145748987,0.47736625514403297
2013-03-19,0.1818181818181818,0.0,0.34375,0.5274725274725275,0.1737804878048781,0.9754577327619791,0.23357664233576647,0.26891848002598245,0.0,0.8500000000000001,0.35829959514170034,0.4711934156378601
2013-03-20,0.1818181818181818,0.0005675368898978435,0.671875,0.4151404151404151,0.10365853658536585,0.9764316322555513,0.40875912408759124,0.36765183501136733,0.0,0.53,0.32793522267206476,0.36419753086419754
2013-03-21,0.1818181818181818,0.0,0.390625,0.20024420024420023,0.045731707317073184,0.9809115699259837,0.8175182481751825,0.6027931146476128,0.0,0.0,0.27935222672064774,0.3374485596707819
2013-03-22,0.1818181818181818,0.0,0.359375,0.5335775335775336,0.12500000000000003,0.9770159719516948,0.051094890510948905,0.15167262098083792,0.0,0.61,0.2489878542510121,0.3765432098765432
2013-03-23,0.1818181818181818,0.0,0.359375,0.2576312576312576,0.07926829268292683,0.9782820412933386,0.8175182481751825,0.5992205261448522,0.0,0.16000000000000003,0.3319838056680161,0.4176954732510288
2013-03-24,0.1818181818181818,0.0,0.609375,0.36019536019536014,0.10060975609756098,0.9764316322555513,0.8029197080291972,0.6047417992854823,0.0,0.21000000000000002,0.36032388663967607,0.411522633744856
2013-03-25,0.1818181818181818,0.0,0.59375,0.27350427350427353,0.06707317073170732,0.9809115699259837,0.8394160583941607,0.6463137382266969,0.0,0.03,0.31983805668016185,0.36419753086419754
2013-03-26,0.1818181818181818,0.0,0.390625,0.26862026862026867,0.07621951219512196,0.9839306583560578,0.8394160583941607,0.61253653783696,0.0,0.08000000000000002,0.33603238866396756,0.39711934156378603
2013-03-27,0.1818181818181818,0.0,0.4375,0.14896214896214902,0.06402439024390244,0.9793533307362682,0.832116788321168,0.6446898343618058,0.0,0.0,0.39473684210526305,0.4609053497942387
2013-03-28,0.1818181818181818,0.0,0.421875,0.29548229548229554,0.10975609756097561,0.9800350603817687,0.29197080291970806,0.34491718090289053,0.0,0.7000000000000001,0.3562753036437246,0.45679012345679015
2013-03-29,0.1818181818181818,0.0,0.53125,0.1306471306471307,0.05182926829268293,0.9840280483054149,0.854014598540146,0.6589801883728483,0.0,0.19,0.3765182186234817,0.4176954732510288
2013-03-30,0.1818181818181818,0.001135073779795687,0.359375,0.3076923076923077,0.08841463414634147,0.9854888975457733,0.24817518248175185,0.31698603442676193,0.0,0.78,0.33603238866396756,0.40740740740740744
2013-03-31,0.1818181818181818,0.0,0.421875,0.34798534798534797,0.10060975609756098,0.9862680171406312,0.8175182481751825,0.6365703150373498,0.0,0.0,0.40688259109311736,0.43621399176954734
2013-04-01,0.2727272727272727,0.002837684449489217,0.34375,0.32478632478632474,0.13719512195121955,0.9829567588624855,0.06569343065693431,0.32932770379993503,0.0,0.73,0.38663967611336025,0.49588477366255146
2013-04-02,0.2727272727272727,0.04824063564131669,0.421875,0.8327228327228328,0.24390243902439027,0.9765290222049086,0.043795620437956206,0.10587853199090613,0.0,0.76,0.340080971659919,0.4547325102880658
2013-04-03,0.2727272727272727,0.0,0.40625,0.5628815628815629,0.1737804878048781,0.9794507206856253,0.635036496350365,0.5647937642091588,0.0,0.45,0.3765182186234817,0.4691358024691358
2013-04-04,0.2727272727272727,0.0,0.296875,0.32478632478632474,0.16158536585365857,0.9798402804830543,0.781021897810219,0.5904514452744397,0.0,0.18000000000000002,0.4554655870445343,0.5658436213991769
2013-04-05,0.2727272727272727,0.0,0.40625,0.29548229548229554,0.1859756097560976,0.9763342423061941,0.15328467153284675,0.3569340695030854,0.0,0.78,0.4736842105263157,0.6069958847736625
2013-04-06,0.2727272727272727,0.07945516458569808,0.453125,0.8119658119658121,0.24390243902439027,0.9648422282820415,0.0,0.08054563169860345,0.0,1.0,0.36842105263157887,0.4609053497942387
2013-04-07,0.2727272727272727,0.005675368898978434,0.6875,0.48107448107448103,0.1280487804878049,0.9698091156992599,0.7737226277372263,0.6372198765833063,0.0,0.4,0.35425101214574894,0.411522633744856
2013-04-08,0.2727272727272727,0.005675368898978434,0.625,0.45421245421245426,0.14939024390243905,0.9763342423061941,0.5474452554744527,0.5066580058460539,0.0,0.51,0.3805668016194331,0.4711934156378601
2013-04-09,0.2727272727272727,0.002837684449489217,0.796875,0.4017094017094017,0.12500000000000003,0.9770159719516948,0.7445255474452555,0.580058460539136,0.0,0.4,0.32793522267206476,0.434156378600823
2013-04-10,0.2727272727272727,0.008513053348467652,0.640625,0.38339438339438336,0.10670731707317076,0.9804246201791976,0.6277372262773723,0.40792465086066904,0.0,0.44000000000000006,0.291497975708502,0.40946502057613166
2013-04-11,0.2727272727272727,0.002837684449489217,0.765625,0.44688644688644685,0.12500000000000003,0.9791585508375537,0.7372262773722629,0.5004871711594674,0.0,0.36000000000000004,0.2975708502024291,0.41975308641975306
2013-04-12,0.2727272727272727,0.0,0.578125,0.3015873015873016,0.10365853658536585,0.9813985196727699,0.8467153284671534,0.5982461838259175,0.0,0.11000000000000001,0.3724696356275303,0.448559670781893
2013-04-13,0.2727272727272727,0.0,0.703125,0.25274725274725274,0.12500000000000003,0.9751655629139073,0.7299270072992702,0.6342968496265021,0.0,0.35000000000000003,0.43522267206477727,0.5411522633744856
2013-04-14,0.2727272727272727,0.01986379114642452,0.734375,0.27472527472527475,0.11890243902439025,0.9720490845344761,0.7226277372262775,0.6706722962000649,0.0,0.34,0.41497975708502016,0.47736625514403297
2013-04-15,0.2727272727272727,0.0,0.3125,0.1660561660561661,0.07621951219512196,0.9739968835216207,0.16058394160583944,0.3111399805131536,0.0,0.45,0.32793522267206476,0.4609053497942387
2013-04-16,0.2727272727272727,0.0,0.6875,0.44688644688644685,0.23475609756097568,0.9679587066614727,0.19708029197080296,0.37512179278986685,0.0,0.79,0.43522267206477727,0.5781893004115226
2013-04-17,0.2727272727272727,0.0,0.453125,0.5421245421245421,0.2865853658536585,0.9716595247370473,0.6861313868613139,0.6372198765833063,0.0,0.5900000000000001,0.5445344129554656,0.6111111111111112
2013-04-18,0.2727272727272727,0.0,0.625,0.2380952380952381,0.13719512195121955,0.9749707830151929,0.5693430656934307,0.5440077947385514,0.0,0.43,0.48785425101214563,0.5596707818930041
2013-04-19,0.2727272727272727,0.0,0.5,0.11111111111111113,0.07621951219512196,0.9808141799766266,0.7445255474452555,0.666774926924326,0.0,0.51,0.4554655870445343,0.5082304526748971
2013-04-20,0.2727272727272727,0.053916004540295125,0.359375,0.6459096459096458,0.1829268292682927,0.9802298402804831,0.007299270072992702,0.1211432283208834,0.0,0.91,0.34412955465587036,0.44238683127572015
2013-04-21,0.2727272727272727,0.0,0.515625,0.4993894993894994,0.17073170731707318,0.9819828593689132,0.7372262773722629,0.7067229620006495,0.0,0.34,0.4412955465587044,0.49176954732510286
2013-04-22,0.2727272727272727,0.0,0.390625,0.3162393162393162,0.1402439024390244,0.9848071679002728,0.781021897810219,0.6992530042221501,0.0,0.34,0.4817813765182185,0.5411522633744856
2013-04-23,0.2727272727272727,0.031214528944381387,0.421875,0.5054945054945055,0.2103658536585366,0.9784768211920531,0.0,0.1610912633972069,0.0,0.9800000000000001,0.4008097165991902,0.537037037037037
2013-04-24,0.2727272727272727,0.0005675368898978435,0.578125,0.5995115995115995,0.2621951219512195,0.9731203739774057,0.8613138686131389,0.6969795388113024,0.0,0.31000000000000005,0.5202429149797569,0.5596707818930041
2013-04-25,0.2727272727272727,0.025539160045402954,0.515625,0.7448107448107448,0.25914634146341464,0.9722438644331906,0.19708029197080296,0.2487820721013316,0.0,0.86,0.4170040485829959,0.49794238683127573
2013-04-26,0.2727272727272727,0.0005675368898978435,0.5625,0.45299145299145294,0.20121951219512196,0.9736073237241918,0.854014598540146,0.6401429035401104,0.0,0.16000000000000003,0.4757085020242914,0.5473251028806584
2013-04-27,0.2727272727272727,0.0,0.4375,0.409035409035409,0.1981707317073171,0.9800350603817687,0.8467153284671534,0.6982786619032153,0.0,0.16000000000000003,0.5040485829959513,0.5699588477366255
2013-04-28,0.2727272727272727,0.0,0.59375,0.40415140415140416,0.2652439024390244,0.9802298402804831,0.24087591240875914,0.34459240012991227,0.0,0.61,0.4999999999999999,0.6358024691358024
2013-04-29,0.2727272727272727,0.11918274687854712,0.703125,0.6068376068376068,0.2957317073170732,0.9747760031164785,0.489051094890511,0.46021435531016563,0.0,0.54,0.5040485829959513,0.5843621399176955
2013-04-30,0.2727272727272727,0.0,0.546875,0.3772893772893773,0.1951219512195122,0.9724386443319051,0.781021897810219,0.7356284507957128,0.0,0.22999999999999998,0.5182186234817813,0.5823045267489713
2013-05-01,0.36363636363636365,0.005675368898978434,0.515625,0.4212454212454212,0.21646341463414637,0.9740942734709779,0.7664233576642336,0.6547580383241312,0.0,0.33,0.5242914979757084,0.5781893004115226
2013-05-02,0.36363636363636365,0.005675368898978434,0.390625,0.6007326007326007,0.2652439024390244,0.9757499026100507,0.6496350364963505,0.463462163039948,0.0,0.41,0.4635627530364371,0.5617283950617284
2013-05-03,0.36363636363636365,0.0,0.5,0.5726495726495726,0.2530487804878049,0.9787689910401247,0.4525547445255475,0.4790516401429035,0.0,0.6000000000000001,0.4817813765182185,0.5658436213991769
2013-05-04,0.36363636363636365,0.0,0.484375,0.4908424908424909,0.2469512195121952,0.9820802493182704,0.8175182481751825,0.6859369925300423,0.0,0.18000000000000002,0.534412955465587,0.5925925925925926
2013-05-05,0.36363636363636365,0.0,0.53125,0.4139194139194139,0.21646341463414637,0.9839306583560578,0.9124087591240877,0.7596622279961026,0.0,0.0,0.5506072874493926,0.6008230452674896
2013-05-06,0.36363636363636365,0.0,0.46875,0.44078144078144077,0.23475609756097568,0.9815932995714843,0.7883211678832118,0.668074050016239,0.0,0.0,0.5566801619433197,0.6069958847736625
2013-05-07,0.36363636363636365,0.0,0.421875,0.2869352869352869,0.24085365853658539,0.9831515387612,0.7956204379562045,0.6528093536862618,0.0,0.0,0.6072874493927124,0.691358024691358
2013-05-08,0.36363636363636365,0.0,0.421875,0.19169719169719177,0.1951219512195122,0.9825671990650565,0.854014598540146,0.7434231893471906,0.0,0.22999999999999998,0.6356275303643724,0.7057613168724279
2013-05-09,0.36363636363636365,0.014188422247446085,0.328125,0.4566544566544566,0.3170731707317073,0.9765290222049086,0.29197080291970806,0.34264371549204287,0.0,0.8500000000000001,0.568825910931174,0.6790123456790124
2013-05-10,0.36363636363636365,0.12485811577752555,0.5625,0.8717948717948717,0.41463414634146345,0.966790027269186,0.0,0.11497239363429684,0.0,0.9900000000000001,0.5101214574898785,0.5946502057613169
2013-05-11,0.36363636363636365,0.0,0.546875,0.45909645909645913,0.29878048780487804,0.9680560966108298,0.8175182481751825,0.7375771354335824,0.0,0.31000000000000005,0.582995951417004,0.6748971193415638
2013-05-12,0.36363636363636365,0.005675368898978434,0.625,0.5299145299145299,0.3902439024390244,0.9687378262563304,0.3795620437956205,0.4037025008119519,0.0,0.61,0.5789473684210525,0.6995884773662552
2013-05-13,0.36363636363636365,0.0,0.546875,0.33089133089133094,0.3201219512195122,0.9744838332684068,0.759124087591241,0.6722962000649562,0.0,0.31000000000000005,0.6417004048582995,0.7510288065843622
2013-05-14,0.36363636363636365,0.0,0.453125,0.35409035409035405,0.31097560975609756,0.9757499026100507,0.3211678832116789,0.505358882754141,0.0,0.76,0.6133603238866395,0.7222222222222222
2013-05-15,0.36363636363636365,0.0,0.515625,0.4774114774114774,0.35670731707317077,0.9765290222049086,0.8175182481751825,0.6888600194868464,0.0,0.48,0.6497975708502023,0.7057613168724279
2013-05-16,0.36363636363636365,0.0,0.65625,0.188034188034188,0.2317073170731708,0.9805220101285548,0.9635036496350365,0.8278661903215329,0.0,0.0,0.6781376518218623,0.7592592592592593
2013-05-17,0.36363636363636365,0.0,0.46875,0.22832722832722838,0.23475609756097568,0.9794507206856253,0.9197080291970804,0.7671321857746022,0.0,0.44000000000000006,0.6700404858299595,0.7222222222222222
2013-05-18,0.36363636363636365,0.0822928490351873,0.34375,0.5482295482295482,0.35670731707317077,0.9729255940786912,0.043795620437956206,0.32315686911334845,0.0,0.9400000000000001,0.5951417004048583,0.6707818930041152
2013-05-19,0.36363636363636365,0.11066969353007947,0.484375,0.7692307692307693,0.4420731707317073,0.9631865991429686,0.09489051094890512,0.29360181877232866,0.0,0.8,0.5708502024291496,0.6481481481481481
2013-05-20,0.36363636363636365,0.0,0.5,0.7094017094017094,0.3536585365853659,0.9678613167121154,0.31386861313868614,0.281909710945112,0.0,0.55,0.5242914979757084,0.602880658436214
